Premium,Power,Cylinder_capacity,Value_vehicle,N_doors,Length,Weight,Age,Driving_experience,FuelType_D,FuelType_P
425.89,140,1968,27390.0,3,4.214,1340,67,43,1,0
360.45,120,1997,28326.28,4,4.805,1809,66,33,1,0
251.46,110,2184,17008.0,3,4.184,1350,67,49,1,0
269.06,75,1686,15690.0,5,4.11,1205,67,32,1,0
373.07,75,1197,19340.0,5,4.135,1236,67,32,1,0
292.6,80,1870,16280.0,5,3.995,1155,78,59,1,0
231.29,105,1461,21100.0,5,4.209,1205,67,44,1,0
824.75,170,1968,45480.0,5,4.629,1770,64,44,1,0
178.96,75,1781,14406.26,5,4.34,1265,63,39,0,1
276.37,98,2299,24040.48,4,4.66,1600,66,38,1,0
272.06,90,1997,17920.0,3,4.202,1243,70,26,1,0
247.9,90,2299,16741.91,3,4.66,1600,70,26,1,0
308.08,177,2497,22470.0,4,4.355,1235,66,28,0,1
382.72,140,1968,26470.0,4,4.765,1454,65,37,1,0
216.77,100,1595,16407.63,4,4.33,1229,64,42,0,1
338.27,113,1598,15245.0,4,4.597,1285,65,46,0,1
313.93,100,2663,24016.44,3,4.217,1730,65,35,1,0
233.67,125,1390,18350.0,5,4.315,1324,68,40,0,1
228.26,90,1997,16209.0,5,4.108,1280,64,46,1,0
283.09,90,1753,13913.43,5,4.174,1194,63,45,1,0
327.52,130,1896,29010.0,4,4.547,1395,66,36,1,0
112.25,100,1398,16634.0,5,3.999,1108,59,41,0,1
392.77,140,1991,24500.0,5,4.325,1596,62,34,1,0
295.6,92,1560,17490.0,3,4.274,1182,63,45,1,0
275.52,90,1997,18770.0,5,4.202,1243,63,44,1,0
318.22,85,2496,18180.62,5,4.616,1808,63,43,1,0
314.5,110,1560,20340.0,5,4.276,1247,64,45,1,0
397.93,150,1995,31200.0,4,4.471,1415,64,44,1,0
317.84,135,1591,21462.02,5,4.41,1305,63,43,0,1
333.01,116,2286,26256.6,2,6.509,1617,64,33,1,0
362.39,180,2496,49300.0,5,4.81,1790,66,44,1,0
370.68,105,1598,24425.0,5,4.199,1239,64,44,1,0
306.39,90,1997,17460.0,5,4.108,1280,64,40,1,0
239.34,90,1997,15530.0,4,4.265,1240,67,36,1,0
216.59,102,1595,22000.0,5,4.152,1090,62,43,0,1
361.12,110,1896,23108.92,5,4.152,1260,63,32,1,0
459.03,100,1598,18660.0,5,4.495,1390,61,40,0,1
269.35,112,1753,21090.0,5,4.342,1427,62,43,1,0
232.68,125,2663,25248.52,5,4.697,1855,61,42,1,0
374.66,94,1997,20310.0,5,4.522,1401,62,41,1,0
334.04,122,2148,23258.0,4,4.66,1690,63,39,1,0
157.97,122,1560,22190.0,4,4.26,1270,63,39,1,0
352.27,116,1995,26405.0,5,4.63,1400,60,41,1,0
224.04,106,1997,17538.0,2,4.108,1265,62,43,1,0
256.87,105,1598,20870.0,5,4.199,1239,61,43,1,0
336.33,110,1997,22800.0,5,4.922,1445,62,42,1,0
335.71,136,1997,29100.0,4,4.676,1580,63,43,1,0
204.27,80,1590,14127.69,3,3.642,1180,62,44,0,1
249.03,110,1896,21520.0,5,4.149,1204,62,25,1,0
366.69,136,1598,25000.0,4,4.658,1503,61,34,1,0
368.69,90,1997,19790.0,5,4.202,1243,60,40,1,0
360.59,90,1753,15822.0,5,4.278,1485,63,33,1,0
253.99,100,999,16225.0,5,3.969,1026,60,41,0,1
414.66,102,1968,26492.95,5,4.408,1614,61,39,1,0
309.35,130,1598,26400.0,5,4.377,1419,63,40,1,0
249.32,125,1994,21459.0,4,4.355,1300,62,42,0,1
316.6,100,2477,18233.87,4,4.93,1735,61,43,1,0
264.87,110,1598,28560.0,5,4.397,1544,64,27,1,0
326.17,125,2171,30000.0,4,4.635,1510,60,40,1,0
277.95,82,2148,19859.2,4,4.66,1625,66,45,1,0
311.66,110,1997,24885.0,5,4.618,1385,60,39,1,0
300.38,115,2463,22910.72,2,5.858,1588,61,42,1,0
316.41,115,1968,26750.0,2,4.661,1505,61,42,1,0
183.52,75,1390,7800.0,4,4.25,1050,64,41,0,1
194.45,90,1498,12891.0,5,4.425,1210,60,41,0,1
286.33,90,2496,38300.0,5,4.547,1595,60,41,0,1
213.47,110,1560,22290.0,5,4.428,1391,59,32,1,0
232.24,90,1910,10950.0,5,3.8,1035,59,25,1,0
331.28,136,2231,23425.0,5,4.36,1485,59,37,1,0
288.72,125,1834,17137.14,5,4.435,1165,59,32,0,1
222.99,82,1461,14500.0,5,3.995,1060,57,39,1,0
375.01,163,2688,42800.0,5,4.635,2175,56,36,1,0
283.67,163,1595,26890.0,5,4.129,1300,56,36,1,0
128.5,125,999,19650.0,5,4.358,1205,57,37,0,1
412.17,90,1997,18340.0,5,4.202,1243,66,40,1,0
388.05,100,1870,21114.0,5,5.182,1728,61,41,1,0
460.4,100,1598,31990.0,5,4.999,1736,61,41,1,0
460.5,109,2151,23222.87,5,4.835,1906,59,40,1,0
214.9,100,1896,14286.0,5,3.953,1165,57,38,1,0
340.67,115,1796,24900.0,3,4.262,1300,58,38,0,1
286.32,71,1868,18950.0,5,4.44,1480,54,31,1,0
325.02,80,1360,14510.0,5,3.85,1089,56,38,1,0
240.52,115,1910,18710.0,5,4.253,1320,58,35,1,0
236.27,125,1794,22700.0,5,4.2,1105,57,34,0,1
300.02,116,1598,18800.0,3,3.635,1075,56,31,0,1
349.28,110,1461,24650.0,5,4.377,1385,56,36,1,0
276.81,90,1560,20192.24,5,4.275,1182,58,35,1,0
267.72,75,1997,26800.0,5,4.676,1580,56,38,0,1
520.58,110,1461,21090.0,5,4.135,1305,57,26,1,0
415.7,120,1910,23470.0,5,4.249,1335,64,45,1,0
278.79,92,1560,24499.0,5,5.135,1851,56,34,1,0
268.85,90,1461,14765.0,5,4.027,1175,54,35,1,0
455.39,136,2184,31260.0,5,4.455,1515,56,37,1,0
301.63,100,1598,12026.25,3,4.05,1010,58,38,0,1
317.6,115,1896,28980.0,5,4.746,1608,53,32,1,0
287.08,100,2664,21812.0,3,4.217,1700,54,32,1,0
216.07,100,2664,25989.0,5,4.697,1830,57,34,1,0
271.9,90,1560,16550.0,5,3.95,1155,55,34,1,0
249.89,71,1868,14258.71,5,4.11,1190,54,31,1,0
258.38,92,2664,23193.06,4,4.105,1730,54,36,1,0
202.29,92,1896,14599.74,4,4.14,1155,54,36,1,0
260.27,92,2664,30000.0,4,4.697,1875,54,36,1,0
337.17,76,2496,16654.05,5,4.616,1787,54,35,1,0
211.21,106,1461,23950.0,5,4.315,1407,58,39,1,0
235.04,117,1749,21394.0,5,4.618,1290,57,26,0,1
250.79,110,1686,19990.0,5,4.249,1325,53,33,1,0
286.41,110,1997,24885.0,5,4.618,1385,56,27,1,0
256.61,110,1493,18350.0,5,4.025,1295,54,32,1,0
519.27,340,4511,71128.0,5,4.782,2225,52,33,0,1
257.97,90,1560,16395.0,5,4.342,1352,56,34,1,0
318.05,105,1598,22864.99,5,4.469,1480,56,11,1,0
620.15,90,1560,20880.0,4,4.157,1145,56,33,1,0
279.28,105,1870,16540.0,5,4.129,1145,55,34,1,0
535.11,166,2987,61250.0,5,4.781,2110,52,33,1,0
228.88,90,1896,17477.43,3,4.02,1145,57,19,1,0
239.62,100,1995,20400.0,4,4.596,1435,52,26,1,0
380.22,105,1461,20200.0,3,4.209,1190,53,22,1,0
381.02,109,2461,22513.91,2,6.225,1610,55,35,1,0
111.9,110,999,21807.67,5,4.258,1216,54,34,0,1
83.38,129,1794,20075.0,4,4.52,1315,53,35,0,1
264.7,75,1390,12380.0,4,4.163,1038,54,33,0,1
472.25,100,1896,14815.0,4,4.28,1188,54,35,1,0
368.43,204,2179,39770.0,4,4.792,1540,53,31,1,0
424.26,110,1587,19800.0,5,4.26,1200,59,40,0,1
272.3,140,2435,26577.0,4,4.576,1430,47,22,0,1
298.44,95,1390,15150.0,4,4.436,1090,52,32,0,1
357.29,175,3125,44330.65,4,4.612,1975,53,28,1,0
437.95,175,1997,35500.0,4,4.524,1702,53,28,1,0
336.71,90,1560,19790.0,5,4.202,1243,51,31,1,0
337.02,90,1896,18415.01,5,4.02,1309,54,25,1,0
295.31,110,1560,20840.0,5,4.26,1205,53,29,1,0
256.06,90,1997,17280.0,5,4.137,1311,52,32,1,0
314.64,75,1870,23570.0,5,5.182,1724,52,31,1,0
229.13,80,1388,12660.0,5,3.916,1037,73,54,0,1
203.34,110,1896,19075.0,5,4.184,1259,74,50,1,0
344.1,84,1248,14315.22,5,4.045,1127,75,53,0,1
524.37,75,1248,16745.0,5,3.999,1180,67,37,1,0
316.09,177,2996,42756.0,4,4.818,1630,69,50,1,0
329.35,100,1870,16077.07,2,3.931,1115,69,27,1,0
294.65,116,2286,21570.4,2,5.899,1640,68,45,1,0
464.05,125,999,19650.0,5,4.358,1205,33,9,0,1
272.83,80,1198,16425.0,5,4.1,1040,69,47,0,1
276.43,71,1868,15780.0,5,4.137,1267,68,37,1,0
301.58,110,1329,13350.0,5,3.885,1117,66,43,0,1
266.26,83,1339,17900.0,5,4.248,1213,65,36,0,1
235.09,120,1870,26260.0,5,4.576,1350,65,47,1,0
230.16,115,1998,22830.0,5,4.804,1480,64,46,1,0
225.99,105,1870,16540.0,5,4.129,1145,64,21,1,0
494.11,122,2148,22562.0,4,4.66,1630,63,34,1,0
341.61,82,1995,18589.3,5,4.317,1430,62,44,1,0
285.73,115,1582,18225.0,5,4.34,1309,65,45,1,0
521.88,163,1461,35097.71,5,4.419,1445,61,41,1,0
359.36,184,1995,36950.0,4,4.531,1420,62,36,1,0
522.04,90,1997,16715.0,4,4.108,1265,60,27,1,0
309.29,105,1598,22605.0,5,4.199,1239,62,23,1,0
343.95,115,1753,19595.0,4,4.481,1316,67,48,1,0
606.65,82,1870,23481.0,5,4.899,1796,68,30,1,0
338.36,140,2204,23300.0,5,4.256,1351,65,43,1,0
176.38,75,1461,9850.0,5,4.02,1090,65,26,1,0
678.43,125,1753,25040.0,5,4.778,1473,65,45,1,0
416.07,110,2488,26565.6,2,6.673,1700,66,48,1,0
265.72,105,1597,17095.0,5,4.184,1197,65,45,0,1
400.68,85,1461,19520.0,5,4.344,1410,64,45,1,0
408.99,85,1991,21174.0,5,4.545,1543,64,45,1,0
337.27,110,1587,14280.0,5,3.822,1088,65,47,0,1
505.88,130,1910,19295.0,5,4.03,1205,65,47,1,0
223.13,82,1199,15660.0,5,3.962,1035,40,21,0,1
330.18,136,2151,32208.24,4,4.515,1410,67,36,1,0
566.94,100,1499,21090.0,6,4.418,1657,67,45,1,0
308.2,85,1461,20217.34,5,4.213,1388,65,47,1,0
602.48,103,2499,21151.78,5,6.0,2110,66,30,1,0
242.06,90,1896,17070.0,5,4.507,1270,65,43,1,0
297.25,115,1753,18060.0,3,4.337,1374,35,15,1,0
365.42,109,1598,15855.0,5,4.295,1175,63,45,0,1
493.67,136,1997,22215.0,3,4.342,1392,33,15,1,0
462.28,150,2179,43860.0,5,4.365,1700,64,45,1,0
348.85,90,1905,15933.97,5,4.369,1197,63,45,1,0
260.67,90,1396,19599.93,5,4.31,1282,32,13,1,0
374.29,115,1998,21160.0,5,4.731,1498,63,44,1,0
322.17,105,1896,18985.7,5,4.315,1250,64,45,1,0
304.79,150,2148,46320.56,4,4.818,1535,72,46,1,0
304.69,100,1870,16077.07,2,3.931,1115,64,44,1,0
393.84,224,2987,61250.0,5,4.781,2110,64,46,1,0
377.79,79,2299,23142.76,3,4.835,1830,68,49,1,0
681.6,82,1199,16389.99,5,3.962,1055,63,31,0,1
339.6,100,1870,17188.95,5,4.129,1150,64,46,1,0
293.57,90,1587,12933.78,5,4.03,1165,63,33,0,1
394.83,90,2399,16774.01,5,5.06,1790,63,33,0,1
313.26,75,1910,13552.82,5,4.187,1245,62,33,1,0
258.61,90,1896,19059.98,5,4.395,1199,63,45,1,0
423.58,85,1390,16614.02,5,4.052,1075,63,44,0,1
417.48,98,1497,16357.0,5,4.197,1179,63,40,0,1
385.36,90,1753,15109.44,5,4.63,1413,63,43,1,0
309.32,82,1995,18589.3,5,4.317,1430,61,43,1,0
351.18,109,2461,23259.17,5,5.585,1842,61,43,1,0
334.36,86,1896,20436.88,2,4.89,1665,63,35,1,0
258.84,106,1598,11268.98,5,4.074,1107,62,20,0,1
723.78,140,1968,34846.4,4,4.89,2115,60,42,1,0
410.1,95,1997,18790.0,2,4.503,1250,60,41,1,0
446.63,90,1362,26375.01,5,4.466,1362,61,43,1,0
521.25,125,2298,31590.0,5,5.048,1806,61,42,1,0
418.82,150,2188,29060.0,5,4.576,1490,62,38,1,0
283.85,150,1599,10968.47,5,4.36,1205,62,38,1,0
444.13,130,1896,23090.0,5,4.149,1151,61,43,1,0
544.41,75,1390,12380.0,4,4.163,1038,26,6,0,1
909.73,75,1396,22225.0,4,4.31,1282,26,6,0,1
535.81,130,1199,25599.99,5,4.253,1225,61,42,0,1
311.45,115,1998,18880.0,3,4.834,1866,61,43,1,0
591.24,105,1896,22000.0,3,4.204,1251,60,42,1,0
284.1,130,1896,31160.0,5,4.544,1460,61,43,1,0
281.94,110,1896,19645.0,5,4.184,1259,44,25,1,0
417.99,120,1910,23690.0,5,4.249,1365,62,28,1,0
264.6,90,1796,13318.43,5,4.43,1115,61,43,0,1
486.74,75,1364,23420.0,5,4.278,1445,61,35,0,1
377.22,144,2902,29040.0,5,4.925,2003,62,42,1,0
487.3,141,1998,19740.0,5,4.455,1773,41,16,1,0
491.88,141,2287,26260.0,5,4.963,1785,41,16,1,0
239.98,90,1461,12630.0,5,4.081,1083,60,38,1,0
183.51,80,1229,14155.0,5,3.999,1105,60,39,0,1
281.06,127,1991,28245.0,5,4.635,1820,62,33,1,0
383.52,115,1753,21455.0,5,4.472,1461,60,40,1,0
313.54,110,1997,23285.0,5,4.618,1385,59,41,1,0
280.6,130,1896,24280.89,5,4.479,1315,60,42,0,1
335.95,90,1461,21312.94,5,4.321,1290,60,41,1,0
361.29,90,1560,27075.0,5,4.805,1661,60,41,1,0
335.27,75,1560,19460.0,5,4.137,1219,60,31,1,0
319.92,109,1997,23030.0,5,4.522,1546,38,20,1,0
519.2,90,1360,14350.0,5,4.03,1149,27,8,0,1
355.62,106,2286,28721.2,2,5.014,1660,64,45,1,0
413.12,120,1910,26570.0,3,4.29,1333,59,17,1,0
426.89,75,2461,28133.05,5,4.789,1810,59,36,0,1
439.5,109,2461,25511.6,2,5.3,1666,60,31,1,0
406.93,109,1998,13522.77,2,4.245,1395,60,31,1,0
397.36,130,1870,31550.0,2,4.485,1540,59,35,1,0
79.64,100,1499,19490.0,5,4.418,1431,57,38,1,0
356.86,85,1390,15275.0,5,4.052,1025,58,33,0,1
410.04,100,1598,19170.0,4,4.29,1245,57,38,0,1
472.76,120,2463,28835.0,2,5.869,1632,59,33,1,0
272.15,110,1753,16410.0,4,4.308,1581,58,39,1,0
321.11,115,2171,23982.79,5,4.639,1500,56,36,1,0
341.74,130,1896,27510.0,4,4.703,1387,56,37,1,0
534.9,130,1870,25050.0,4,4.782,1684,56,37,1,0
304.4,110,1896,19075.0,5,4.184,1259,59,29,1,0
582.09,84,1206,11450.0,5,3.92,1030,57,36,0,1
677.38,120,999,16225.0,3,3.969,1026,57,36,0,1
298.84,115,1582,18225.0,5,4.34,1309,56,36,1,0
397.77,115,2799,24310.0,5,5.88,1885,58,39,1,0
248.53,132,1591,18950.63,5,4.14,1212,56,37,0,1
322.83,150,1781,25150.0,3,4.152,1175,56,37,0,1
248.0,71,1868,14086.36,5,4.11,1155,55,33,1,0
242.26,71,1199,16750.01,5,3.962,1035,55,33,1,0
301.1,100,1896,20314.21,5,4.149,1316,56,32,1,0
459.19,185,2400,57097.37,5,4.807,2192,55,36,1,0
294.95,105,1461,20920.0,5,4.209,1205,55,36,1,0
1001.23,125,999,21900.0,5,4.556,1241,54,22,0,1
280.63,90,1997,18598.0,5,4.188,1200,52,33,1,0
347.59,100,1896,16407.29,4,4.28,1171,54,23,1,0
355.26,129,2874,42455.5,5,4.825,1650,56,36,1,0
358.3,75,1390,14060.0,3,3.916,1021,52,32,0,1
275.67,140,1968,28830.0,5,4.286,1380,53,35,1,0
402.03,130,1870,22420.0,5,4.209,1270,55,35,1,0
345.86,115,2799,21143.61,4,5.858,1590,53,35,1,0
291.49,100,1461,20845.0,5,4.5,1235,52,31,1,0
385.86,90,1560,18090.0,5,4.342,1357,52,32,1,0
365.66,136,1997,28150.0,5,4.763,1635,50,30,1,0
244.11,90,1753,13913.43,5,4.174,1194,50,30,1,0
908.32,130,1956,27510.0,5,4.83,1538,52,33,1,0
286.88,92,1905,22321.59,4,4.6,1375,50,15,1,0
402.12,90,1598,14965.2,5,4.129,1055,52,33,0,1
419.42,156,2179,40100.0,5,4.64,1735,52,32,1,0
430.56,174,1968,37543.4,4,5.29,2055,51,31,1,0
241.76,90,1598,14965.2,5,4.129,1055,53,32,0,1
361.58,143,2148,32800.0,3,4.343,1430,78,60,1,0
263.12,90,1560,20370.0,5,4.211,1243,50,31,1,0
378.36,136,2231,25200.0,5,4.36,1485,73,54,1,0
419.06,125,2151,34804.61,4,4.515,1410,51,31,1,0
362.7,100,1896,20340.0,5,3.925,1190,51,32,1,0
303.4,80,1422,15598.0,5,4.052,1090,53,23,1,0
303.81,110,1587,19295.0,5,4.276,1268,53,27,0,1
317.15,110,1997,20260.0,5,4.419,1359,51,30,1,0
278.92,90,1997,18943.0,5,4.276,1300,53,32,1,0
155.65,145,2298,38033.0,5,5.548,2135,50,32,1,0
348.36,90,1896,21636.44,3,4.152,1270,56,34,1,0
338.46,100,999,11765.0,5,4.157,1190,51,32,0,1
232.42,110,2953,20579.96,2,5.369,1585,44,24,1,0
283.9,90,1896,21636.44,3,4.152,1270,51,18,1,0
293.8,100,1995,23239.54,5,4.317,1428,47,25,1,0
918.32,75,1422,18414.69,5,3.972,1152,50,7,1,0
288.03,71,1868,13858.14,5,4.03,1175,49,29,1,0
523.59,95,2148,23084.0,4,4.748,1745,50,31,1,0
716.11,310,4172,69040.0,5,4.754,2317,48,25,0,1
261.64,80,1422,14600.0,5,4.232,1165,49,28,1,0
262.29,115,2463,26740.0,5,4.899,1830,43,25,1,0
328.95,110,2198,23910.0,5,4.863,1680,50,31,1,0
634.39,132,1598,21600.0,5,4.275,1355,47,21,0,1
304.9,130,1598,31675.0,5,4.643,1500,48,28,1,0
511.4,105,1598,22550.0,5,4.204,1371,50,22,1,0
270.09,105,1870,19910.0,5,4.355,1290,50,30,1,0
317.7,82,1870,19563.16,5,4.782,1684,48,28,1,0
225.78,90,1997,17205.0,5,4.188,1200,49,30,1,0
305.58,75,1896,19437.46,4,4.405,1466,47,28,1,0
264.21,95,1248,16645.0,3,4.063,1150,49,28,1,0
261.34,110,1587,18270.0,5,4.202,1176,48,24,0,1
411.67,90,1587,14464.38,5,4.369,1110,47,13,0,1
529.84,115,1560,22475.0,5,4.36,1261,43,25,1,0
157.25,110,1598,24550.0,5,4.535,1280,47,28,1,0
161.71,125,1753,28190.0,5,4.768,1699,42,21,1,0
328.32,100,1910,26150.0,5,4.611,1428,49,29,1,0
306.84,110,1997,21385.0,3,4.337,1339,55,35,1,0
364.99,90,1995,23849.99,5,4.782,1678,47,27,1,0
408.82,136,1997,29100.0,4,4.676,1580,46,27,1,0
297.87,115,1998,21000.0,5,4.731,1421,46,24,1,0
254.49,130,1870,22000.0,3,4.209,1250,46,23,1,0
238.57,128,2179,34010.0,5,4.75,1783,47,27,1,0
341.99,140,1968,28000.0,3,4.214,1340,41,23,1,0
256.71,136,2179,32065.0,5,4.75,1825,45,26,1,0
614.04,115,1560,24150.0,5,4.38,1390,44,25,1,0
291.75,75,1686,16051.0,5,4.322,1203,45,27,1,0
328.02,106,1586,20494.0,3,4.06,1405,44,20,0,1
203.77,140,1968,20396.0,5,4.315,1315,42,21,1,0
271.94,115,1753,19670.0,5,4.174,1218,45,25,1,0
368.43,150,1910,23270.0,3,4.29,1330,40,19,1,0
402.58,120,1368,17900.0,3,4.063,1145,45,25,0,1
458.9,110,1590,18800.0,5,4.14,1180,47,25,1,0
307.93,90,1997,13870.0,3,3.822,1070,62,42,1,0
532.53,120,1597,28900.0,5,4.57,1541,44,25,1,0
251.81,120,2445,18949.91,5,6.228,1800,44,25,1,0
224.81,115,1598,17900.0,3,3.626,1075,44,25,0,1
259.69,149,1870,22810.0,5,4.259,1430,46,27,1,0
326.43,100,1596,15260.0,5,4.337,1264,40,21,0,1
409.12,110,1199,21550.0,5,4.157,1125,44,25,0,1
350.84,105,1598,20450.0,5,4.315,1365,40,21,1,0
331.23,90,1974,17693.8,5,4.4,1270,40,22,1,0
326.1,163,1995,34500.0,4,4.52,1430,45,25,1,0
479.63,84,1905,18258.92,5,4.655,1690,43,25,1,0
258.44,105,1595,15805.0,5,4.183,1197,50,29,0,1
206.34,120,1870,24410.0,5,4.493,1530,48,27,1,0
105.32,120,1596,16550.0,5,4.382,1100,48,27,1,0
420.03,90,1896,16448.23,5,4.33,1150,39,19,1,0
306.24,90,1364,18070.0,5,4.249,1185,43,24,0,1
436.4,105,1896,18550.0,5,4.315,1250,39,17,1,0
147.91,75,1998,18220.0,5,4.834,1732,38,20,1,0
396.11,105,1896,19751.12,5,4.315,1250,41,20,1,0
592.33,82,1199,18190.0,5,4.159,1120,40,22,0,1
338.84,110,1686,21655.0,5,4.698,1475,49,28,1,0
343.49,120,1598,23580.0,5,4.276,1212,39,21,0,1
284.17,85,1997,20300.0,5,4.749,1755,36,18,1,0
654.43,163,1997,34160.0,5,4.53,1540,41,22,1,0
320.8,110,1598,19910.0,3,4.295,1205,37,19,0,1
144.6,120,998,20500.0,5,4.34,1269,60,41,0,1
285.78,105,1896,17063.3,3,3.953,1169,36,17,0,1
347.61,90,1997,19555.0,3,4.188,1204,35,17,1,0
269.28,112,1991,22882.0,5,4.35,1623,35,16,1,0
235.12,105,1598,20870.0,5,4.199,1239,40,22,1,0
335.92,76,1781,24270.0,5,4.152,1160,66,27,0,1
242.08,110,1560,23050.0,5,4.276,1318,41,21,1,0
327.77,71,1868,14430.0,5,4.108,1191,41,19,1,0
352.14,80,1390,12540.0,5,3.916,1021,77,58,0,1
318.49,110,1598,19450.0,5,4.259,1320,65,29,0,1
214.53,90,1560,22850.0,5,4.276,1290,65,35,1,0
506.52,110,1686,20455.0,5,4.419,1428,29,9,1,0
880.51,75,1390,13421.0,5,3.953,1057,29,8,0,1
393.29,115,1796,24900.0,3,4.262,1300,49,20,0,1
287.45,90,1360,17020.0,5,4.26,1182,47,29,0,1
272.67,90,1753,12356.81,5,4.138,1147,54,10,1,0
419.5,110,1997,22580.0,4,4.6,1410,48,14,1,0
885.58,110,1560,20579.99,4,4.157,1145,48,14,1,0
304.17,90,1997,17460.0,5,4.108,1280,70,22,1,0
340.02,90,1867,12500.0,5,3.835,1010,70,22,1,0
287.67,105,1598,22250.0,5,4.469,1480,50,23,1,0
434.21,100,1595,17820.01,3,4.081,1280,37,18,0,1
299.4,163,1998,17600.0,5,4.51,1480,43,17,1,0
436.14,100,1896,14977.92,4,4.28,1171,56,12,1,0
351.27,98,1493,10758.0,5,4.453,1044,50,16,0,1
326.58,100,1461,14960.0,5,4.035,1055,37,17,1,0
339.57,109,1560,18465.0,3,4.342,1338,40,17,1,0
304.61,75,1390,15025.0,4,4.28,1090,36,11,1,0
293.56,90,1597,11052.61,4,4.229,1020,57,31,0,1
294.39,115,1910,20550.0,5,4.17,1290,62,26,1,0
561.62,90,1461,14480.0,5,4.316,1205,36,17,1,0
401.02,112,1560,22350.0,5,4.5,1495,45,13,1,0
295.25,110,1587,18040.0,5,4.211,1204,49,17,0,1
311.47,115,1685,23340.0,4,4.74,1479,60,18,1,0
648.16,110,1560,25400.0,5,4.365,1350,37,16,1,0
298.64,85,1461,18020.0,5,4.295,1215,46,14,1,0
323.77,109,1598,13200.0,4,4.515,1180,44,18,0,1
645.1,109,1560,19415.0,4,4.488,1381,44,18,0,1
289.65,75,1598,12705.4,4,4.252,1180,54,15,0,1
435.99,150,1998,28400.0,5,4.265,1345,47,18,0,1
363.7,85,1461,23730.0,5,4.366,1385,55,20,1,0
160.5,115,1896,23745.99,2,4.405,1514,70,32,1,0
636.39,110,1598,23694.68,5,4.255,1205,52,8,1,0
430.14,100,1598,13661.01,5,4.05,1050,63,16,0,1
366.85,138,1997,20680.0,5,4.202,1202,55,14,0,1
444.91,75,1149,15100.0,5,4.062,1059,56,31,0,1
387.26,143,2498,37632.49,4,4.775,1585,58,38,1,0
388.98,100,1994,18811.68,5,4.48,1410,37,14,1,0
559.21,100,1896,19889.0,5,4.315,1290,37,14,1,0
332.82,100,1596,14635.0,5,3.924,1046,60,15,0,1
319.61,100,1598,15460.0,4,4.252,1200,69,24,0,1
296.54,90,1997,16209.0,5,4.108,1280,54,17,1,0
343.25,105,1870,16540.0,5,4.129,1145,42,16,1,0
370.06,131,1951,27725.0,4,4.749,1510,33,15,1,0
432.73,115,1753,21090.0,5,4.342,1427,65,17,1,0
408.0,105,1598,23170.0,5,4.535,1251,37,15,1,0
209.15,90,1398,16270.0,5,3.85,1022,56,26,1,0
421.03,100,1596,17360.0,4,4.382,1131,55,13,0,1
501.73,116,2286,19627.2,2,5.014,1487,51,29,1,0
452.11,116,2148,21390.4,2,4.66,1630,51,29,1,0
287.91,75,1390,11467.31,5,3.88,1028,34,14,0,1
224.55,125,1781,25981.75,5,4.478,1360,52,25,0,1
265.01,110,1896,19035.0,4,4.439,1286,56,24,1,0
397.56,101,1896,15850.0,4,4.232,1175,49,26,1,0
345.38,80,1870,15220.0,5,4.129,1140,68,17,1,0
258.36,150,2496,32394.55,4,4.479,1460,58,31,1,0
286.13,90,1974,19557.0,5,4.4,1335,62,18,1,0
301.51,90,1560,16395.0,5,4.342,1352,49,16,1,0
278.38,95,1870,15956.87,4,4.436,1150,64,45,1,0
364.61,88,1753,16341.52,5,4.63,1350,61,6,1,0
685.72,175,2191,39170.0,4,4.865,1495,55,13,1,0
293.91,121,1998,24500.0,5,4.69,1410,37,17,1,0
455.81,136,1582,23325.0,5,4.31,1289,33,15,1,0
444.74,105,1991,25270.0,5,4.545,1556,68,48,1,0
676.95,105,1560,20830.0,5,4.415,1275,68,48,1,0
347.85,130,1896,22070.0,4,4.439,1314,42,19,1,0
454.3,136,1582,23325.0,5,4.31,1289,32,14,1,0
288.57,100,1870,22810.0,5,4.782,1678,40,19,1,0
390.72,130,1896,22070.0,4,4.439,1314,42,9,1,0
379.11,90,1753,16590.0,5,4.454,1390,41,21,1,0
346.29,115,1896,23289.22,4,4.675,1361,47,19,1,0
211.88,125,2172,23019.44,5,4.317,1475,56,14,1,0
327.03,169,1998,19340.0,3,3.71,1035,33,14,0,1
260.88,105,1422,13018.0,5,3.953,1106,48,23,1,0
514.62,143,2498,35758.04,4,4.72,1480,48,19,1,0
311.57,90,1870,18070.0,5,4.436,1150,42,18,1,0
275.69,90,1587,14043.67,5,4.167,1078,46,23,0,1
328.76,136,1988,21468.15,5,4.63,1287,50,18,0,1
271.45,100,1896,15050.0,5,3.96,1145,34,12,1,0
263.03,130,1870,22420.0,5,4.209,1270,43,24,1,0
228.91,71,1905,13354.49,3,4.03,1080,49,28,1,0
242.41,90,1598,13642.97,5,4.129,1055,82,58,0,1
304.35,136,1997,24100.0,5,4.419,1421,81,58,1,0
367.21,110,1560,23050.0,5,4.276,1318,82,63,1,0
239.51,71,1905,12230.6,3,4.11,1155,81,52,1,0
344.46,105,2953,21254.0,2,6.227,1715,81,53,1,0
583.04,90,1461,21415.0,5,4.282,1320,79,60,1,0
324.69,125,2151,32208.24,4,4.515,1410,80,53,1,0
349.31,105,1896,22455.0,5,4.204,1251,80,51,1,0
237.83,90,1997,18350.0,5,4.137,1311,79,45,1,0
